Movie_Name_EN,Movie_Name_CN,Date,Star,Comment,Like
My Sunshine,何以笙箫默,2015-04-27,1, 五一档期，如果你还有一点对艺术的敬畏，对圈钱的鄙视，请选择不要进电影院去为这样一部超级无敌大烂片贡献一点票房，不要像我一样抱着那点幼稚的侥幸心理走进点映场后出来这么久打了这么多字还觉得自己是个二逼。,98
My Sunshine,何以笙箫默,2015-04-03,1, 看见黄晓明这个屌丝就一星,104
My Sunshine,何以笙箫默,2015-04-24,1, 十分钟能讲完的故事，强行拍了100分钟，杨幂演得能再恶心点吗？多大了还发嗲，草。一星给那英的歌。,105
My Sunshine,何以笙箫默,2015-04-28,1, 看完也不觉得唐默笙很差了。,85
My Sunshine,何以笙箫默,2015-04-30,1, 1.0 太可怕了！还我四十五块钱！画面无休止的柔光滤镜视觉疲劳得很；二位烂片王合作，对白生硬得只想笑；撒个狗血搬搬常见桥段还无逻辑可言羞耻透了。我的天现在大陆爱情片已经这样了吗！最可笑的就是不管多烂还会有人买账，中学生叽叽喳喳叫着“好浪漫哦——”,106
My Sunshine,何以笙箫默,2015-04-30,1, 烂到人神共愤，整个影厅不停的抱怨声，剧情毫无衔接性，这里冒出一个人物演十几分钟没她的戏份了，谢依霖何穗ab都神秘消失，看这片就是一个煎熬，浑身出汗，想睡觉，比起同期差不多分数的怪谈都烂到了淋逼里，三年多了豆瓣里我给的第一个一星，太烂了，还我三十块钱和两个小时的时间好吗，连槽点都没有,100
My Sunshine,何以笙箫默,2015-04-30,1, 杨幂什么时候不演个烂片试试,97
My Sunshine,何以笙箫默,2015-04-30,1, 这他妈到底演了是啥？一堆9流演技的二流明星，妈个鸡，演的还不如左耳那一群死孩子！,92
My Sunshine,何以笙箫默,2015-04-28,1, 三流小说，不入流电影。,75
My Sunshine,何以笙箫默,2015-04-30,1, 闹太套和杨臭脚两大烂演技集合在一个片子里，简直是灾难。柔光都挡不住教主的脸不行了，臭脚演什么都是小时代。,93
My Sunshine,何以笙箫默,2015-04-30,1, 恭喜本片提前锁定本年度鑫像奖最渣电影、最渣导演、最渣男女演员！恭喜恭喜！,91
My Sunshine,何以笙箫默,2015-04-30,1, 两个烂片大王竟然还敢排片！！！！！,93
My Sunshine,何以笙箫默,2015-04-30,1, 所有版本的海报都是抄袭，还抄得显而易见，毫不掩饰！,84
My Sunshine,何以笙箫默,2015-04-28,1, 哈哈哈哈哈哈哈哈哈哈,74
My Sunshine,何以笙箫默,2015-04-30,1, 现在的内地电影已经恶心到极致了，完全是傻子演戏弱智捧场,79
My Sunshine,何以笙箫默,2015-04-30,1, 你麻痹！！！要不是陪女友谁会去看？！黄晓明演技能不能更浮夸？！ppt式的电影！tao是大傻逼！老子一直当笑话在看！！,81
My Sunshine,何以笙箫默,2015-04-30,1, 男生看这个跟女生看a·v的感觉差不多，剧本剪辑演技的里子不重要，看的是胸大（男女主颜）和千奇百怪的‘’体位‘’（霸道总裁体与心灵鸡汤）这样的面子；本片错就错在男主选择上，以哭为例，钟某某会被说“哭都这么帅”，黄某某只会引发全场爆笑,74
My Sunshine,何以笙箫默,2015-04-26,1, 中国女性av的又一里程碑，别名《霸道律师爱上我之的五十度的小时代》。,73
My Sunshine,何以笙箫默,2015-04-30,1, 怎么选角色的，看着杨幂的戏都觉得很烦心，为什么她能拍那么多,84
My Sunshine,何以笙箫默,2015-04-23,1, 中国影楼美学的集大成之作。,72
My Sunshine,何以笙箫默,2015-04-30,1, 能打负分就会打无穷负分，什么垃圾，浪费我的时间，毫无诚意之作只为圈钱,82
My Sunshine,何以笙箫默,2015-04-30,1, 这是一部，摄影和演员有仇，导演和编剧有仇，剪辑和他妈所有人都有仇的片。场景转换都靠一秒黑幕时间，逻辑都靠电视剧或者小说几年前几月前的铺垫。人物线是被导演用斧子劈断的，回忆中那屎一样的黄光一定是因为没给后期钱，黄晓明同摄影和造型一定有血海深仇，如果没有，上映了也就有了 。,71
My Sunshine,何以笙箫默,2015-05-01,1, 创下烂片新低。。。。。不过，还有一个价值是根据此片的打星，可以轻松鉴别谁是红包影评人。。。。,76
My Sunshine,何以笙箫默,2015-04-30,1, 既然琴瑟起，何以笙箫默。拿我琵琶来，弹个东风破。,77
My Sunshine,何以笙箫默,2015-04-29,1, 什么鬼,61
My Sunshine,何以笙箫默,2015-04-26,1, 烂出天际的片子，小时代都不如,62
My Sunshine,何以笙箫默,2015-04-28,1, 看的枪版,59
My Sunshine,何以笙箫默,2015-04-30,1, 说真的，评分该出负分了…基本锁定年度最烂的强力候选了。看着教主和幂幂在那里浮夸地演着各种矫揉造作的情节简直想死，滔滔和教主的麦麸更是差点没噎死我。加上ab，hold住，我很久没见这么齐全的烂片保证了。只能说命运的不可抗力，刚为躲过了左耳松口气，迎面就撞上何以…,76
My Sunshine,何以笙箫默,2015-04-27,1, 没看过连续剧的人不懂这深沉的爱。,56
My Sunshine,何以笙箫默,2015-04-30,1, 演技差，编剧烂，台词俗，服装low，配乐土。值得看的是黄子韬的客串，他高大的身影，邪魅狷狂的面容，可爱的海蛎子国语口音，柔肠寸断的表演，无不令人从内心涌出无限欢喜、爱怜甚至忧伤。不知为何，走出影院，整个世界都明亮起来。,69
My Sunshine,何以笙箫默,2015-04-30,1, 好恶心的电影！剧情毫无连贯性，演员的声音也是听得想呕，演技又不真实。强烈建议豆瓣增加负分功能OK？,60
My Sunshine,何以笙箫默,2015-04-30,1, 这片子，有一句说得太对了，丢死人了。,70
My Sunshine,何以笙箫默,2015-04-30,1, 一星送给整容后的各位猪脚们,69
My Sunshine,何以笙箫默,2015-04-30,1, 我这也是半颗进位的评分，如果把特逗的地方剪成番外，还能给满一颗星。演员没有诚意。诚意不在于哭多少次，带病怎么坚持，而应该是投入角色，去掉自己的偶像光环，真实呈现剧本与故事的人物。让人失望的何以琛和赵默笙，作死的顾漫。以前就不觉得唐嫣演得差，现在觉得她演得太好。另，钟汉良可封神了。,59
My Sunshine,何以笙箫默,2015-04-26,1, 这片都不用看就可以打分。,57
My Sunshine,何以笙箫默,2015-04-26,1, 就记得晓明致敬了赵又廷 感觉以后赵又廷会被反复致敬 历史地位妥妥的,47
My Sunshine,何以笙箫默,2015-04-26,1, 中国合伙人中佟大为的英语终于在何以笙箫默中得以体现，并且超过了黄晓明。,57
My Sunshine,何以笙箫默,2015-04-27,1, 这一颗星是给黄晓明的，把一个痴情律师演成霸道总裁！,56
My Sunshine,何以笙箫默,2015-04-30,1, 不能再多了，丢人。杨幂这样的烂片女王还是不要混电影圈了，不自重。,49
My Sunshine,何以笙箫默,2015-04-27,2, 拍这部电影的人都没有在用心。,91
My Sunshine,何以笙箫默,2015-04-26,1, 讲真的，还以为是小四代第四部提前上映了呢。不过仔细一想，郭导这次拍的大失水准啊，配乐都那么难听。一看电影票，卧槽，居然是何以笙箫默。,47
My Sunshine,何以笙箫默,2015-04-30,1, 可怕，什么电影都能上映,52
My Sunshine,何以笙箫默,2015-04-26,2, 《何以笙箫默》：这狗血洒得一点技术含量都没有，分明一句话就能解释的事，就偏偏不说，然后两人在误会和互虐中莫名其妙地爱着，家族恩怨也跟着一块起哄。板着脸的霸道总裁不讨人喜欢，反倒是卖腐的黄子韬抢了戏。大量的滤镜让色彩都失了真，别以为大逆光就是小清新。提名：最佳歌曲(那英《默》)。★☆,46
My Sunshine,何以笙箫默,2015-04-26,1, 黄晓明霸道总裁，杨幂装疯卖傻。看这个片容易思维混乱。ps：助理是亮点 哈哈,55
My Sunshine,何以笙箫默,2015-04-30,1, 明明知道很糟糕，还是去看了，我就想说我还是从新看一遍电视剧的好,52
My Sunshine,何以笙箫默,2015-04-29,1, 莫名奇妙的霸道,43
My Sunshine,何以笙箫默,2015-05-01,1, 我大妇联的档期就被这JB玩意儿占了！！？,53
My Sunshine,何以笙箫默,2015-04-27,2, 电影版更加流畅，很多情节没必要的地方就都没有了。太多配角亮眼的地方：曾志伟和谢依霖的客串抢镜，“小蜜桃”对何以琛的基情依恋，就连出演结婚登记处打酱油的杨昆都笑料十足。看完觉得这样一部被改编成类似小妞电影的畅销书电影，长度节奏都是妥当的。只是感叹沦为B咖的佟大为和柔光风衣，王宗贤。,96
My Sunshine,何以笙箫默,2015-04-30,1, 男女主一哭，大家就笑了！,45
My Sunshine,何以笙箫默,2015-04-26,1, 看完这一秒就忘记上一秒讲了什么的电影，各条支线不清不楚，配角的作用就是出现一下立马消失留主演自说自话，卡壳到熬不下去，直到最后讶异就这么完了？晓明总是那副怒目圆睁的酷劲儿，徒生恶意，和黄子韬在一起的画面就像眼角的鱼尾纹一样违和。,37
My Sunshine,何以笙箫默,2015-04-30,1, 全程脑内咆哮…你们这一群神经病在干嘛啊！！！剧情表演台词简直都不是正常人。滤镜大片那个光打的，好几次我都以为是眼镜糊了…相比之下，《小时代》简直是神作…,35
My Sunshine,何以笙箫默,2015-04-30,1, 这哪是《何以笙箫默》啊？这根本就是《何以如此烂》。影片空洞无味、缺乏逻辑、鲜见情怀，导演使出吃奶之力，一个标点符号都不漏地抄电视剧的剧本，结果抄出了奇烂无比的东西。如果说这部片子真有什么可以肯定的地方，我觉得片子字幕的颜色调得还可以。,49
My Sunshine,何以笙箫默,2016-05-10,1, 什么烂剧，剧版还是不错的，影版给跪了,24
My Sunshine,何以笙箫默,2015-04-30,5, 前半段略无聊，但后面2/3很棒，笑点泪点都有，教主的何以琛也很有味道，以后也会留下印记，喷子们是被那句别因为银行卡这点小事刺激到了吧，对脑残水军极无语。冲着水军必打满分！,75
My Sunshine,何以笙箫默,2015-04-30,1, 每十分钟就想离场的痛有谁懂！！！日了狗了……,38
My Sunshine,何以笙箫默,2015-04-26,1, 小时代之何以笙箫默,35
My Sunshine,何以笙箫默,2015-04-26,1, 和我想的一样难看,48
My Sunshine,何以笙箫默,2015-04-26,1, 小时代番外篇之《总裁时代》,165
My Sunshine,何以笙箫默,2015-04-26,1, 何以笙箫默也算给国产烂片指了条明路，全片都是一副我就是在拍烂片大家一起圈个钱随便闹着玩玩不必太认真的样子。笑果很足，槽点也满，比起那些认认真真拍出的烂片让人尴尬不已的状况聪明多了（对是在说左耳），算是高质量烂片。其实从部分镜头看有拍好的能力。在此表白佟大为，唯一入戏的地方。,41
My Sunshine,何以笙箫默,2015-04-26,1, 差评。,52
My Sunshine,何以笙箫默,2015-04-30,1, 看过剧的朋友，别让电影毁了你的剧。看过书的朋友，别让电影毁第二次。,56
My Sunshine,何以笙箫默,2015-04-30,1, 看封面海报，还以为是一群送葬的！,46
My Sunshine,何以笙箫默,2015-04-08,1, 注定大烂片，国产烂片的特点就是，装深沉，明明就是一个苍白无力俗套的故事，非要想拍出波澜壮阔死去活来的感觉。,34
My Sunshine,何以笙箫默,2016-12-29,1, 我为什么会看这一部,22
My Sunshine,何以笙箫默,2015-04-27,1, 剧情感觉不连贯，不是特别好看,29
My Sunshine,何以笙箫默,2015-04-26,1, 流水账一样的玩意,43
My Sunshine,何以笙箫默,2015-04-26,1, 绝对不能让它过五分,41
My Sunshine,何以笙箫默,2015-04-26,1, 果然我这种常人根本无法理解这种片的逻辑,132
My Sunshine,何以笙箫默,2015-05-01,1, 看得提前场，和朋友一直等到字幕拉完，为了是看一下多少人被钉在了中国电影扽耻辱柱上，结果看到了李荣浩，嘤嘤嘤，,36
My Sunshine,何以笙箫默,2016-12-29,1, 不喜欢这个版本,21
My Sunshine,何以笙箫默,2015-04-30,1, 不想承认自己看过 真想踹黄晓明,37
My Sunshine,何以笙箫默,2016-12-04,1, 很差，无法形容的差，其实一直认为教主是有演技的，不要接这种电影了，毫无用处,20
My Sunshine,何以笙箫默,2015-05-01,1, 2分，黄晓明、杨幂面瘫。民政处的登记大婶那才是演技。。。,31
My Sunshine,何以笙箫默,2016-08-23,1, 看到某人的尴尬演技。,20
My Sunshine,何以笙箫默,2015-05-01,1, 看到微博上在组织水军到豆瓣刷分，必须要给一星！,29
My Sunshine,何以笙箫默,2015-04-26,1, 超级无敌难看啊！,41
My Sunshine,何以笙箫默,2015-04-26,1, 不掏钱都觉得浪费时间呢(*｀へ´*),141
My Sunshine,何以笙箫默,2015-04-30,1, 退钱！！！,35
My Sunshine,何以笙箫默,2015-04-26,1, 可取之处大概只有那英的《默》和谢依霖的逗比。,32
My Sunshine,何以笙箫默,2015-04-26,5, 忠于原著的故事改编，唯美动人的故事，细节设计的十分精巧，搞笑的桥段也是全场爆笑，国产爱情片的良心之作。杨幂当了妈妈之后演起白领感觉多沉稳的气质，眼睛非常美。戏骨是点睛之笔，特别是陈冲和姚安濂。,53
My Sunshine,何以笙箫默,2016-04-25,1, 电影真的不能忍，baby出场的时候黄晓明对着她的眼神23333，那么深情的眼神不应该对着女主角杨幂么，，，还有杨幂的声音，，，，谢依霖的演技，，，，看了下来，我只是心疼佟大为,17
My Sunshine,何以笙箫默,2016-12-14,1, 比剧版还尴尬,18
My Sunshine,何以笙箫默,2015-04-30,1, 看了20分钟～退场!！,38
My Sunshine,何以笙箫默,2016-05-14,1, 这部剧为了baby和晓明看的，杨幂的水军服和那俩个辫子还可以在搞笑一点不！年纪也不小了吧，脸部表情还可以在僵硬点，相信你！何以笙箫默男主只认同小哇！,16
My Sunshine,何以笙箫默,2015-05-02,1, 今年年初开拍，四月底就上映，呵呵了。不是没见过拍片迅速的导演，伍迪艾伦、雷德利斯科特每部都是神速，金基德拍《圣殇》也才21天，但大陆的电影工业体制根本没成熟到短期运作出优良产品的程度，从小时代系列开始，这些青春片每一帧画面都在藐视”电影“这个词。,27
My Sunshine,何以笙箫默,2016-12-03,1, 垃圾,18
My Sunshine,何以笙箫默,2016-12-29,1, 身為原作黨不吐不快，首先看過小說、緊接著電視劇，再來是電影版。電影看了20分鐘：嗯？疑？怎麼那麼快？看了45分鐘後覺得：電影版怎麼還不爆炸？奉勸原作黨不要去看，會搥心肝……不否認演員及導演們的努力，但教主和楊冪在何以電影版裡怎麼演怎麼不給力，總是摸到邊，卻又搔不到癢處。,15
My Sunshine,何以笙箫默,2015-04-26,1, 还不如两人合作的一广告好看！,31
My Sunshine,何以笙箫默,2015-04-30,1, !!!!豆瓣能推出负分吗？！专门为国产片打分用的！,25
My Sunshine,何以笙箫默,2015-04-26,1, 剧情发展得比刘翔还快 无限柔光我以为在看小时代 电影不是醉了 是疯了,32
My Sunshine,何以笙箫默,2015-04-26,1, 美图秀秀电影。看了大概三分之一。,140
My Sunshine,何以笙箫默,2016-12-14,1, 拍的什么玩意儿，就知道骗钱,17
My Sunshine,何以笙箫默,2015-05-01,1, 杨幂好丑，黄晓明面瘫,32
My Sunshine,何以笙箫默,2016-12-05,1, 毁小说，选的男女主完全不符合角色，烂片,17
My Sunshine,何以笙箫默,2015-04-30,1, 哦  mlgb……  差点吐了,31
My Sunshine,何以笙箫默,2015-04-29,1, 有些电影是看过预告决定等枪版看得，这部是唯一一部看完预告决定不看的。。,35
My Sunshine,何以笙箫默,2015-05-31,1, 1.0。1.一个个的表情都跟家里死了人一样。2.玛丽不苏勒戈壁。,14
My Sunshine,何以笙箫默,2015-05-01,1, 演员老油条演技！剧情散漫！居然黄子韬都可以演电影！！！钟汉良甩了黄晓明十条街！！只有ab的颜算是卖点。,29
My Sunshine,何以笙箫默,2015-04-26,1, 陪女朋友去看的。这片烂的一逼。旁边三个花痴不停拍黄晓明。我前几天刚夸了黄晓明在暴疯语里演技有突破，马上又被这剧弄得无语了。,22
My Sunshine,何以笙箫默,2015-04-27,3, 因为对书中情节实在期待不高，反倒觉得电影诠释的还行，改编更阳光了，主角算不功不过，配角都很出彩，简直可以爱上应晖的赶脚，还算讲了一个情节完整有主线的故事，鉴于对于国产片一直相对偏低的要求，算是达到我的心理预期，如果加上那些突如其来的笑点，算得上惊喜。黄子韬低头一笑印象深刻。,43
